recording,arm,seed,learning_rate,horizon,status,standardized_rmse,physical_rmse_deg,standardized_sse,scalars,windows,per_joint_rmse_deg,error
recording_2021_12_15_22H_10M.mat,lpv_instant,8102,0.003,128,PASS,0.752304673819242,22.99763262787794,9562.499396740666,16896,22,"[15.032472072601232, 5.937847442677007, 13.059909021310707, 36.68195661911369, 22.82202746454895, 29.582787012228863]",null
recording_2021_12_15_22H_10M.mat,lpv_constant,8102,0.003,64,PASS,0.72197988289783,22.30040110454593,4403.56182865982,8448,22,"[14.782546639179643, 7.164884167895146, 12.955092718458731, 36.87621505515673, 16.53264276131471, 30.21539583476679]",null
recording_2021_12_15_22H_10M.mat,lpv_constant,8102,0.003,128,PASS,0.781267865677576,24.49995195824607,10312.971659280913,16896,22,"[16.54892745355787, 7.141144696344919, 13.248498836195907, 39.46205930480959, 18.477773163083846, 34.67589914112626]",null
recording_2021_12_15_22H_10M.mat,gru_residual,8102,0.003,64,PASS,0.71790090068364,21.522151384294084,4353.9446286537195,8448,22,"[13.887693650216832, 5.895569528950794, 11.566656888637313, 32.3966805033597, 23.323998014369238, 28.709769829577823]",null
recording_2021_12_15_22H_10M.mat,gru_residual,8102,0.003,128,PASS,0.7624231501213383,23.079397422181813,9821.459955072603,16896,22,"[15.3874205858609, 6.044130778510191, 11.317264455556352, 34.844608391878076, 24.62232117606872, 31.211558343574332]",null
recording_2021_12_15_22H_10M.mat,lpv_recurrent,8103,0.001,64,PASS,0.617581982263456,18.80605293079433,3222.1306006894506,8448,22,"[8.598814077074772, 4.961402984044099, 13.605710900572388, 34.053223872304635, 18.86516518955626, 17.967157679397964]",null
recording_2021_12_15_22H_10M.mat,lpv_recurrent,8103,0.001,128,PASS,0.7365259299088339,22.69741649437852,9165.580645952714,16896,22,"[12.70829289637749, 5.384068975672949, 14.973815354944556, 38.88644542947972, 22.445889354391955, 25.697444478144327]",null
recording_2021_12_15_22H_10M.mat,lpv_instant,8103,0.001,64,PASS,0.5975311214908036,17.25858996370633,3016.3029908356853,8448,22,"[9.165544213189623, 5.151746392603649, 15.642494665126577, 29.058646074989063, 18.285174038781637, 15.911182636935152]",null
recording_2021_12_15_22H_10M.mat,lpv_instant,8103,0.001,128,PASS,0.6789077743744397,20.073943214107224,7787.632784127909,16896,22,"[12.563143692484763, 5.460574481565554, 16.76570447104384, 34.600181671123124, 19.892897621230276, 18.871670037879827]",null
recording_2021_12_15_22H_10M.mat,lpv_constant,8103,0.001,64,PASS,0.6586811455055778,19.99300971989185,3665.2564730034746,8448,22,"[11.175657416406121, 6.797969939396377, 13.621971231464554, 33.63542004829625, 15.913428960575642, 25.633534844669118]",null
recording_2021_12_15_22H_10M.mat,lpv_constant,8103,0.001,128,PASS,0.7332520564104179,22.722969206347532,9084.279337775883,16896,22,"[14.043508657116927, 6.84770299127245, 14.131277329383842, 37.067795061452465, 17.949646173121188, 30.95132595283225]",null
recording_2021_12_15_22H_10M.mat,gru_residual,8103,0.001,64,PASS,0.675731324267395,19.720857750989044,3857.4651252924223,8448,22,"[15.050991830995864, 5.5438966156210165, 12.75198500869786, 30.768236374001845, 21.44783481204417, 22.51442045609504]",null
recording_2021_12_15_22H_10M.mat,gru_residual,8103,0.001,128,PASS,0.7290562128693451,21.365555841301443,8980.61195789923,16896,22,"[17.434106281708715, 6.07853999285774, 12.108909348417264, 33.18725935057242, 22.73173511382384, 25.164925949911705]",null
recording_2021_12_15_22H_10M.mat,lpv_recurrent,8103,0.003,64,PASS,0.6188870070932675,18.486575812543897,3235.7624855327867,8448,22,"[10.100939436229268, 5.122373877135106, 14.08206946318468, 29.9070826671001, 18.832010833996616, 21.791519312144974]",null
recording_2021_12_15_22H_10M.mat,lpv_recurrent,8103,0.003,128,PASS,0.7387920918508926,22.819556653956436,9222.069204166031,16896,22,"[11.709740533031917, 5.507991567918336, 17.0396998408289, 32.222232944695584, 21.453225453706345, 34.177074945937825]",null
recording_2021_12_15_22H_10M.mat,lpv_instant,8103,0.003,64,PASS,0.6199937741724579,18.017441993047132,3247.3459815465194,8448,22,"[10.072969498911547, 5.600839272653985, 13.981844049489133, 32.04060837142729, 19.36277528121274, 14.762302202795105]",null
recording_2021_12_15_22H_10M.mat,lpv_instant,8103,0.003,128,PASS,0.7064424806758076,21.633663691117174,8432.134292793258,16896,22,"[12.586323580098655, 5.629844880073842, 14.975090617101207, 38.84481326495688, 20.360704600556875, 21.685261934194557]",null
recording_2021_12_15_22H_10M.mat,lpv_constant,8103,0.003,64,PASS,0.6770437056323841,20.62512468280159,3872.463339034165,8448,22,"[11.302349157599272, 6.7772065153980225, 13.657608258434385, 33.92864553338261, 17.158977107264455, 27.323748608410707]",null
recording_2021_12_15_22H_10M.mat,lpv_constant,8103,0.003,128,PASS,0.7482675849669723,23.357914861023016,9460.144382723107,16896,22,"[14.06548403692247, 6.7928196873611695, 13.854100588098317, 38.18344050373954, 18.801829810181136, 32.033620516764834]",null
recording_2021_12_15_22H_10M.mat,gru_residual,8103,0.003,64,PASS,0.6893498252367066,20.616019047646297,4014.5164777671607,8448,22,"[14.670010954106024, 5.983223642597949, 13.791178326612354, 34.22879230789806, 19.515390292048153, 23.5893192131936]",null
recording_2021_12_15_22H_10M.mat,gru_residual,8103,0.003,128,PASS,0.718636588987013,21.61679502803512,8725.745690633903,16896,22,"[16.478155807501395, 5.919796451803582, 14.048241615899865, 34.16894316709712, 20.114601280255958, 26.975440692206252]",null
